sequence_id,mpnn_score,species,lambda_ANC,lambda_HUM,lambda_MOU,x,y
MOU_L01_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L01_2HE3_A_template,1.5142,MOU,0.35535,0.29905,0.3456,0.52328,0.30774
MOU_L01_2HE3_A_s1,0.7813,MOU,0.36734,0.30578,0.32689,0.51055,0.31812
MOU_L01_2HE3_A_s2,0.7913,MOU,0.35682,0.30918,0.334,0.51241,0.30901
MOU_L01_2P5Q_A_template,1.5236,MOU,0.31746,0.3343,0.34824,0.50697,0.27493
MOU_L01_2P5Q_A_s1,0.7496,MOU,0.33707,0.34064,0.32229,0.49083,0.29191
MOU_L01_2P5Q_A_s2,0.7779,MOU,0.34249,0.32054,0.33697,0.50822,0.29661
MOU_L01_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L01_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L01_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L01_9JLA_A_template,1.3113,MOU,0.31905,0.30559,0.37536,0.53489,0.27631
MOU_L01_9JLA_A_s1,0.7741,MOU,0.38031,0.3088,0.31089,0.50105,0.32936
MOU_L01_9JLA_A_s2,0.7373,MOU,0.35104,0.30437,0.34459,0.52011,0.30401
MOU_L02_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L02_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L02_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L02_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L02_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L02_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L02_2P5R_A_template,1.6332,MOU,0.31351,0.34609,0.34041,0.49716,0.27151
MOU_L02_2P5R_A_s1,0.8161,MOU,0.32735,0.33933,0.33332,0.49699,0.28349
MOU_L02_2P5R_A_s2,0.8809,MOU,0.32713,0.32745,0.34542,0.50898,0.2833
MOU_L02_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L02_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L02_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L02_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L02_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L02_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L02_7L8M_A_template,1.5178,MOU,0.30667,0.30223,0.3911,0.54444,0.26558
MOU_L02_7L8M_A_s1,0.8092,MOU,0.34936,0.31512,0.33551,0.5102,0.30256
MOU_L02_7L8M_A_s2,0.8091,MOU,0.34658,0.33721,0.31622,0.48951,0.30014
MOU_L02_9JL8_A_template,1.251,MOU,0.32546,0.30219,0.37236,0.53509,0.28185
MOU_L02_9JL8_A_s1,0.7017,MOU,0.36054,0.31843,0.32103,0.5013,0.31223
MOU_L02_9JL8_A_s2,0.728,MOU,0.3778,0.30313,0.31907,0.50797,0.32719
MOU_L03_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L03_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L03_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L03_2OBI_A_template,1.4868,MOU,0.30278,0.30842,0.3888,0.54019,0.26221
MOU_L03_2OBI_A_s1,0.7937,MOU,0.34231,0.33758,0.32011,0.49126,0.29645
MOU_L03_2OBI_A_s2,0.7786,MOU,0.33232,0.33933,0.32835,0.49451,0.2878
MOU_L03_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L03_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L03_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L03_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L03_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L03_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L03_7L8R_A_template,1.4828,MOU,0.30955,0.3049,0.38554,0.54032,0.26808
MOU_L03_7L8R_A_s1,0.7764,MOU,0.34379,0.33639,0.31982,0.49172,0.29773
MOU_L03_7L8R_A_s2,0.7596,MOU,0.34083,0.3318,0.32736,0.49778,0.29517
MOU_L03_9JL9_A_template,1.3722,MOU,0.31244,0.31067,0.37688,0.53311,0.27059
MOU_L03_9JL9_A_s1,0.7734,MOU,0.34059,0.28131,0.3781,0.5484,0.29496
MOU_L03_9JL9_A_s2,0.7479,MOU,0.35036,0.29133,0.35831,0.53349,0.30342
MOU_L04_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L04_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L04_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L04_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L04_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L04_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L04_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L04_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L04_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L04_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L04_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L04_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L04_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L04_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L04_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L04_7U4L_B_template,1.5286,MOU,0.30731,0.30611,0.38658,0.54024,0.26614
MOU_L04_7U4L_B_s1,0.7561,MOU,0.33977,0.33609,0.32414,0.49403,0.29425
MOU_L04_7U4L_B_s2,0.7889,MOU,0.36259,0.3333,0.30411,0.48541,0.31401
MOU_L04_7U4M_A_template,1.5195,MOU,0.30256,0.30742,0.39002,0.5413,0.26203
MOU_L04_7U4M_A_s1,0.7839,MOU,0.34506,0.33153,0.32341,0.49594,0.29883
MOU_L04_7U4M_A_s2,0.8261,MOU,0.32369,0.32553,0.35078,0.51263,0.28033
MOU_L04_7U4N_B_template,1.4984,MOU,0.30278,0.30842,0.3888,0.54019,0.26221
MOU_L04_7U4N_B_s1,0.7771,MOU,0.34805,0.32526,0.32668,0.50071,0.30142
MOU_L04_7U4N_B_s2,0.8139,MOU,0.31836,0.3321,0.34954,0.50872,0.27571
MOU_L05_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L05_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L05_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L05_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L05_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L05_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L05_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L05_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L05_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L05_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L05_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L05_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L05_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L05_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L05_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L05_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L05_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L05_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L05_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L05_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L05_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L05_7L8K_A_template,1.5464,MOU,0.31109,0.30106,0.38785,0.54339,0.26941
MOU_L05_7L8K_A_s1,0.7743,MOU,0.33214,0.32192,0.34593,0.51201,0.28765
MOU_L05_7L8K_A_s2,0.7613,MOU,0.32669,0.32467,0.34864,0.51199,0.28292
MOU_L05_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L05_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L05_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L05_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L05_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L05_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L05_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L05_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L05_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L05_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L05_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L05_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L05_7U4K_A_template,1.5069,MOU,0.30376,0.30942,0.38683,0.53871,0.26306
MOU_L05_7U4K_A_s1,0.7903,MOU,0.34393,0.34268,0.31339,0.48536,0.29785
MOU_L05_7U4K_A_s2,0.7741,MOU,0.33939,0.33918,0.32143,0.49112,0.29392
MOU_L05_8Q8J_A_template,1.5637,MOU,0.29921,0.31174,0.38905,0.53866,0.25912
MOU_L05_8Q8J_A_s1,0.7707,MOU,0.34662,0.33009,0.32328,0.4966,0.30018
MOU_L05_8Q8J_A_s2,0.7881,MOU,0.31381,0.31582,0.37038,0.52728,0.27176
MOU_L06_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L06_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L06_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L06_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L06_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L06_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L06_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L06_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L06_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L06_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L06_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L06_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L06_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L06_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L06_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L06_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L06_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L06_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L06_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L06_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L06_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L06_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L06_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L06_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L06_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L06_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L06_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L06_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L06_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L06_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L06_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L06_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L06_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L06_8XYS_A_template,1.4923,MOU,0.3095,0.30482,0.38568,0.54043,0.26804
MOU_L06_8XYS_A_s1,0.8523,MOU,0.36573,0.30853,0.32573,0.5086,0.31673
MOU_L06_8XYS_A_s2,0.8389,MOU,0.36574,0.31221,0.32205,0.50492,0.31674
MOU_L06_9J6L_A_template,2.0574,MOU,0.30043,0.31215,0.38741,0.53763,0.26018
MOU_L06_9J6L_A_s1,0.9086,MOU,0.27889,0.31206,0.40905,0.5485,0.24153
MOU_L06_9J6L_A_s2,0.9092,MOU,0.25756,0.34106,0.40139,0.53016,0.22305
MOU_L06_9RF1_A_template,1.5379,MOU,0.30323,0.30705,0.38972,0.54134,0.2626
MOU_L06_9RF1_A_s1,0.7897,MOU,0.34044,0.34377,0.31579,0.48601,0.29483
MOU_L06_9RF1_A_s2,0.7727,MOU,0.34511,0.33896,0.31593,0.48849,0.29887
MOU_L07_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L07_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L07_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L07_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L07_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L07_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L07_2GS3_A_template,1.5385,MOU,0.3184,0.31602,0.36559,0.52478,0.27574
MOU_L07_2GS3_A_s1,0.7433,MOU,0.35023,0.31902,0.33075,0.50586,0.30331
MOU_L07_2GS3_A_s2,0.7634,MOU,0.35526,0.31027,0.33447,0.5121,0.30766
MOU_L07_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L07_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L07_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L07_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L07_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L07_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L07_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L07_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L07_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L07_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L07_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L07_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L07_6HKQ_A_template,1.5352,MOU,0.29917,0.31537,0.38545,0.53504,0.25909
MOU_L07_6HKQ_A_s1,0.8042,MOU,0.36148,0.30734,0.33118,0.51192,0.31305
MOU_L07_6HKQ_A_s2,0.8297,MOU,0.33555,0.33715,0.32729,0.49507,0.2906
MOU_L07_6HN3_A_template,1.5308,MOU,0.30382,0.313,0.38318,0.53509,0.26311
MOU_L07_6HN3_A_s1,0.7823,MOU,0.36345,0.32113,0.31541,0.49714,0.31476
MOU_L07_6HN3_A_s2,0.7567,MOU,0.34126,0.34301,0.31573,0.48636,0.29554
MOU_L07_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L07_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L07_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L07_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L07_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L07_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L07_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L07_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L07_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L07_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L07_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L07_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L07_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L07_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L07_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L07_8Q8N_A_template,1.4611,MOU,0.302,0.30394,0.39406,0.54506,0.26154
MOU_L07_8Q8N_A_s1,0.7545,MOU,0.34626,0.32272,0.33103,0.50416,0.29987
MOU_L07_8Q8N_A_s2,0.7885,MOU,0.37218,0.3202,0.30762,0.49371,0.32232
MOU_L07_8XYU_A_template,1.4804,MOU,0.30079,0.31178,0.38744,0.53783,0.26049
MOU_L07_8XYU_A_s1,0.7598,MOU,0.3227,0.31073,0.36656,0.52791,0.27947
MOU_L07_8XYU_A_s2,0.7551,MOU,0.36343,0.32624,0.31033,0.49205,0.31474
MOU_L08_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L08_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L08_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L08_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L08_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L08_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L08_2V1M_A_template,1.5168,MOU,0.33052,0.33001,0.33947,0.50473,0.28624
MOU_L08_2V1M_A_s1,0.829,MOU,0.3705,0.32376,0.30573,0.49099,0.32087
MOU_L08_2V1M_A_s2,0.7784,MOU,0.37346,0.29892,0.32762,0.51435,0.32343
MOU_L08_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
MOU_L08_5H5Q_A_s1,0.7403,MOU,0.34839,0.31679,0.33482,0.50902,0.30172
MOU_L08_5H5Q_A_s2,0.7089,MOU,0.33348,0.32247,0.34405,0.51079,0.2888
MOU_L08_5H5R_A_template,1.5332,MOU,0.29668,0.32763,0.37569,0.52403,0.25693
MOU_L08_5H5R_A_s1,0.754,MOU,0.3249,0.32812,0.34698,0.50943,0.28137
MOU_L08_5H5R_A_s2,0.7841,MOU,0.31211,0.33196,0.35593,0.51198,0.2703
MOU_L08_5H5S_A_template,1.4697,MOU,0.31017,0.31146,0.37837,0.53346,0.26861
MOU_L08_5H5S_A_s1,0.7364,MOU,0.34218,0.33055,0.32727,0.49836,0.29633
MOU_L08_5H5S_A_s2,0.7857,MOU,0.333,0.33221,0.33479,0.50129,0.28838
MOU_L08_5L71_A_template,1.5238,MOU,0.2996,0.31064,0.38976,0.53956,0.25946
MOU_L08_5L71_A_s1,0.7612,MOU,0.34196,0.30997,0.34807,0.51905,0.29615
MOU_L08_5L71_A_s2,0.8073,MOU,0.34299,0.32031,0.33669,0.50819,0.29704
MOU_L08_6HN3_A_template,1.5308,MOU,0.30382,0.313,0.38318,0.53509,0.26311
MOU_L08_6HN3_A_s1,0.7823,MOU,0.36345,0.32113,0.31541,0.49714,0.31476
MOU_L08_6HN3_A_s2,0.7567,MOU,0.34126,0.34301,0.31573,0.48636,0.29554
MOU_L08_6VPD_A_template,1.5968,MOU,0.32961,0.28007,0.39033,0.55513,0.28545
MOU_L08_6VPD_A_s1,0.8297,MOU,0.31054,0.35315,0.33631,0.49158,0.26893
MOU_L08_6VPD_A_s2,0.8495,MOU,0.36349,0.29564,0.34087,0.52262,0.31479
MOU_L08_7L8L_A_template,1.5098,MOU,0.2983,0.30557,0.39612,0.54527,0.25834
MOU_L08_7L8L_A_s1,0.8185,MOU,0.35058,0.33989,0.30953,0.48482,0.30361
MOU_L08_7L8L_A_s2,0.7719,MOU,0.3681,0.33356,0.29834,0.48239,0.31878
MOU_L08_7L8Q_A_template,1.5405,MOU,0.30754,0.31327,0.37919,0.53296,0.26634
MOU_L08_7L8Q_A_s1,0.8153,MOU,0.34738,0.31375,0.33887,0.51256,0.30084
MOU_L08_7L8Q_A_s2,0.7809,MOU,0.3602,0.31175,0.32804,0.50815,0.31194
MOU_L08_7U4I_B_template,1.5094,MOU,0.29967,0.31213,0.38821,0.53804,0.25952
MOU_L08_7U4I_B_s1,0.7783,MOU,0.34435,0.33671,0.31894,0.49111,0.29822
MOU_L08_7U4I_B_s2,0.8281,MOU,0.35155,0.3305,0.31796,0.49373,0.30445
MOU_L08_7U4J_A_template,1.5088,MOU,0.30774,0.30473,0.38754,0.5414,0.26651
MOU_L08_7U4J_A_s1,0.7752,MOU,0.35444,0.32113,0.32443,0.50165,0.30695
MOU_L08_7U4J_A_s2,0.7575,MOU,0.38114,0.31097,0.30789,0.49846,0.33008
MOU_L08_8XYR_A_template,1.4744,MOU,0.30243,0.30701,0.39055,0.54177,0.26191
MOU_L08_8XYR_A_s1,0.8027,MOU,0.37143,0.31731,0.31126,0.49697,0.32167
MOU_L08_8XYR_A_s2,0.7973,MOU,0.36549,0.31657,0.31794,0.50069,0.31652
MOU_L08_8XYT_A_template,1.5135,MOU,0.30356,0.30543,0.39101,0.54279,0.26289
MOU_L08_8XYT_A_s1,0.8286,MOU,0.36236,0.30257,0.33508,0.51626,0.31381
MOU_L08_8XYT_A_s2,0.8327,MOU,0.34078,0.31665,0.34257,0.51296,0.29513
MOU_L09_1GP1_A_template,1.3948,MOU,0.34854,0.30473,0.34674,0.521,0.30184
MOU_L09_1GP1_A_s1,0.8071,MOU,0.36213,0.30143,0.33644,0.5175,0.31361
MOU_L09_1GP1_A_s2,0.8055,MOU,0.36613,0.30806,0.32581,0.50888,0.31708
MOU_L09_2F8A_A_template,1.3829,MOU,0.35735,0.29651,0.34614,0.52482,0.30947
MOU_L09_2F8A_A_s1,0.7952,MOU,0.37377,0.28615,0.34008,0.52697,0.32369
MOU_L09_2F8A_A_s2,0.7831,MOU,0.37771,0.27683,0.34547,0.53432,0.3271
MOU_L09_2P31_A_template,1.4815,MOU,0.33152,0.29565,0.37282,0.53858,0.28711
MOU_L09_2P31_A_s1,0.7993,MOU,0.34027,0.31687,0.34286,0.51299,0.29468
MOU_L09_2P31_A_s2,0.8053,MOU,0.31915,0.31067,0.37018,0.52975,0.27639
MOU_L09_2V1M_A_template,1.5168,MOU,0.33052,0.33001,0.33947,0.50473,0.28624
MOU_L09_2V1M_A_s1,0.829,MOU,0.3705,0.32376,0.30573,0.49099,0.32087
MOU_L09_2V1M_A_s2,0.7784,MOU,0.37346,0.29892,0.32762,0.51435,0.32343
MOU_L09_3CMI_A_template,1.5603,MOU,0.36401,0.30071,0.33528,0.51729,0.31524
MOU_L09_3CMI_A_s1,0.8228,MOU,0.41399,0.31187,0.27414,0.48114,0.35853
MOU_L09_3CMI_A_s2,0.8357,MOU,0.43132,0.32114,0.24754,0.4632,0.37354
MOU_L09_3CYN_C_template,1.485,MOU,0.32327,0.30188,0.37485,0.53649,0.27996
MOU_L09_3CYN_C_s1,0.7911,MOU,0.35224,0.30531,0.34245,0.51857,0.30505
MOU_L09_3CYN_C_s2,0.7919,MOU,0.32676,0.31438,0.35886,0.52224,0.28298
MOU_L09_3KIJ_A_template,1.464,MOU,0.32639,0.29666,0.37695,0.54015,0.28266
MOU_L09_3KIJ_A_s1,0.8147,MOU,0.31875,0.29084,0.39041,0.54979,0.27605
MOU_L09_3KIJ_A_s2,0.7676,MOU,0.33828,0.30033,0.36139,0.53053,0.29296
MOU_L09_5H5Q_A_template,1.4651,MOU,0.30105,0.31991,0.37903,0.52956,0.26072
